PID,Price
P4829,191
P4830,245
P4831,141
P4832,699
P4833,565
P4834,96
P4835,259
P4836,97
P4837,186
P4838,842
P4839,496
P4840,860
P4841,819
P4842,707
P4843,879
P4844,925
P4845,82
P4846,523
P4847,137
P4848,517
P4849,256
P4850,211
P4851,962
P4852,730
P4853,834
P4854,752
P4855,938
P4856,629
P4857,776
P4858,646
P4859,829
P4860,72
P4861,933
P4862,327
P4863,975
P4864,60
P4865,865
P4866,494
P4867,424
P4868,468
P4869,123
P4870,871
P4871,530
P4872,164
P4873,302
P4874,268
P4875,886
P4876,436
P4877,938
P4878,580
P4879,796
P4880,460
P4881,256
P4882,307
P4883,261
P4884,68
P4885,185
P4886,951
P4887,243
P4888,840
P4889,445
P4890,445
P4891,58
P4892,422
P4893,161
P4894,281
P4895,951
P4896,855
P4897,249
P4898,873
P4899,864
P4900,329
P4901,94
P4902,543
P4903,514
P4904,863
P4905,436
P4906,777
P4907,926
P4908,120
P4909,809
P4910,474
P4911,595
P4912,252
P4913,932
P4914,195
P4915,665
P4916,833
P4917,64
P4918,140
P4919,529
P4920,626
P4921,972
P4922,495
P4923,474
P4924,781
P4925,812
P4926,857
P4927,146
P4928,623
P4929,553
P4930,300
P4931,57
P4932,763
P4933,434
P4934,795
P4935,179
P4936,265
P4937,998
P4938,828
P4939,166
P4940,319
P4941,526
P4942,100
P4943,378
P4944,752
P4945,318
P4946,336
P4947,709
P4948,957
P4949,552
P4950,701
P4951,67
P4952,452
P4953,970
P4954,93
P4955,831
P4956,506
P4957,142
P4958,101
P4959,319
P4960,355
P4961,616
P4962,147
P4963,363
P4964,205
P4965,432
P4966,475
P4967,853
P4968,534
P4969,526
P4970,767
P4971,59
P4972,294
P4973,721
P4974,116
P4975,189
P4976,382
P4977,924
P4978,750
P4979,672
P4980,778
P4981,921
P4982,587
P4983,491
P4984,136
P4985,658
P4986,597
P4987,178
P4988,105
P4989,543
P4990,314
P4991,320
P4992,584
P4993,843
P4994,551
P4995,875
P4996,593
P4997,663
P4998,293
P4999,63
P5000,918
P5001,697
P5002,614
P5003,260
P5004,762
P5005,931
P5006,110
P5007,637
P5008,265
P5009,424
P5010,803
P5011,215
P5012,323
P5013,360
P5014,84
P5015,527
P5016,350
P5017,717
P5018,808
P5019,319
P5020,666
P5021,463
P5022,167
P5023,81
P5024,496
P5025,586
P5026,558
P5027,595
P5028,81
P5029,778
P5030,750
P5031,369
P5032,979
P5033,547
P5034,212
P5035,289
P5036,630
P5037,850
P5038,572
P5039,630
P5040,662
P5041,644
P5042,334
P5043,403
P5044,605
P5045,917
P5046,853
P5047,265
P5048,637
P5049,172
P5050,699
P5051,692
P5052,54
P5053,239
P5054,847
P5055,739
P5056,702
P5057,537
P5058,110
P5059,55
P5060,749
P5061,298
P5062,439
P5063,460
P5064,544
P5065,901
P5066,336
P5067,903
P5068,498
P5069,645
P5070,658
P5071,78
P5072,421
P5073,760
P5074,919
P5075,64
P5076,946
P5077,559
P5078,267
P5079,53
P5080,337
P5081,897
P5082,517
P5083,256
P5084,677
P5085,278
P5086,860
P5087,294
P5088,878
P5089,252
P5090,436
P5091,192
P5092,745
P5093,380
P5094,261
P5095,350
P5096,92
P5097,951
P5098,807
P5099,284
P5100,632
P5101,375
P5102,207
P5103,150
P5104,951
P5105,977
P5106,133
P5107,733
P5108,498
P5109,402
P5110,990
P5111,589
P5112,639
P5113,829
P5114,158
P5115,775
P5116,570
P5117,994
P5118,918
P5119,429
P5120,325
P5121,282
P5122,805
P5123,559
P5124,285
P5125,170
P5126,784
P5127,948
P5128,749
P5129,919
P5130,81
P5131,786
P5132,610
P5133,506
P5134,548
P5135,879
P5136,311
P5137,760
P5138,82
P5139,448
P5140,83
P5141,799
P5142,346
P5143,174
P5144,64
P5145,324
P5146,899
P5147,169
P5148,758
P5149,758
P5150,323
P5151,423
P5152,708
P5153,364
P5154,198
P5155,485
P5156,233
P5157,987
P5158,78
P5159,241
P5160,574
P5161,370
P5162,963
P5163,519
P5164,501
P5165,993
P5166,775
P5167,501
P5168,832
P5169,129
P5170,613
P5171,288
P5172,843
P5173,630
P5174,419
P5175,669
P5176,552
P5177,656
P5178,730
P5179,824
P5180,64
P5181,407
P5182,948
P5183,294
P5184,681
P5185,72
P5186,492
P5187,365
P5188,676
P5189,784
P5190,893
P5191,554
P5192,981
P5193,877
P5194,331
P5195,611
P5196,416
P5197,567
P5198,705
P5199,673
P5200,187
P5201,283
P5202,846
P5203,109
P5204,668
P5205,585
P5206,796
P5207,922
P5208,467
P5209,807
P5210,424
P5211,543
P5212,107
P5213,243
P5214,809
P5215,905
P5216,226
P5217,240
P5218,910
P5219,525
P5220,576
P5221,687
P5222,687
P5223,140
P5224,928
P5225,683
P5226,928
P5227,377
P5228,415
P5229,138
P5230,851
P5231,943
P5232,956
P5233,222
P5234,443
P5235,809
P5236,786
P5237,290
P5238,498
P5239,520
P5240,420
P5241,790
P5242,62
P5243,122
P5244,591
P5245,446
P5246,934
P5247,623
P5248,589
P5249,871
P5250,560
P5251,997
P5252,689
P5253,797
P5254,686
P5255,503
P5256,936
P5257,529
P5258,99
P5259,789
P5260,348
P5261,430
P5262,136
P5263,943
P5264,215
P5265,489
P5266,522
P5267,486
P5268,310
P5269,956
P5270,546
P5271,520
P5272,369
P5273,360
P5274,107
P5275,216
P5276,657
P5277,817
P5278,636
P5279,965
P5280,403
P5281,616
P5282,682
P5283,954
P5284,861
P5285,846
P5286,154
P5287,807
P5288,759
P5289,138
P5290,856
P5291,135
P5292,315
P5293,259
P5294,297
P5295,963
P5296,164
P5297,156
P5298,446
P5299,489
P5300,485
P5301,510
P5302,339
P5303,659
P5304,150
P5305,754
P5306,895
P5307,943
P5308,487
P5309,978
P5310,958
P5311,51
P5312,646
P5313,178
P5314,800
P5315,857
P5316,942
P5317,522
P5318,497
P5319,963
P5320,199
P5321,168
P5322,573
P5323,656
P5324,743
P5325,687
P5326,266
P5327,642
P5328,643
P5329,292
P5330,406
P5331,341
P5332,697
P5333,707
P5334,824
P5335,574
P5336,803
P5337,777
P5338,678
P5339,155
P5340,629
P5341,444
P5342,799
P5343,866
P5344,187
P5345,443
P5346,1000
P5347,938
P5348,427
P5349,312
P5350,409
P5351,665
P5352,443
P5353,448
P5354,742
P5355,609
P5356,962
P5357,840
P5358,214
P5359,332
P5360,286
P5361,706
P5362,565
P5363,60
P5364,727
P5365,222
P5366,837
P5367,622
P5368,867
P5369,701
P5370,667
P5371,690
P5372,844
P5373,906
P5374,100
P5375,287
P5376,855
P5377,139
P5378,863
P5379,80
P5380,623
P5381,737
P5382,844
P5383,556
P5384,203
P5385,150
P5386,211
P5387,177
P5388,186
P5389,136
P5390,830
P5391,735
P5392,806
P5393,220
P5394,893
P5395,763
P5396,904
P5397,521
P5398,230
P5399,889
P5400,64
P5401,180
P5402,119
P5403,430
P5404,617
P5405,494
P5406,134
P5407,146
P5408,679
P5409,323
P5410,587
P5411,752
P5412,777
P5413,907
P5414,136
P5415,826
P5416,555
P5417,343
P5418,59
P5419,262
P5420,323
P5421,115
P5422,980
P5423,408
P5424,505
P5425,278
P5426,911
P5427,622
P5428,775
P5429,211
P5430,328
P5431,375
P5432,927
P5433,404
P5434,160
P5435,873
P5436,215
P5437,539
P5438,140
P5439,233
P5440,643
P5441,211
P5442,447
P5443,985
P5444,117
P5445,842
P5446,756
P5447,987
P5448,290
P5449,250
P5450,100
P5451,738
P5452,597
P5453,994
P5454,791
P5455,676
P5456,97
P5457,187
P5458,429
P5459,636
P5460,925
P5461,889
P5462,87
P5463,649
P5464,865
P5465,171
P5466,277
P5467,489
P5468,820
P5469,944
P5470,175
P5471,830
P5472,626
P5473,774
P5474,79
P5475,764
P5476,387
P5477,451
P5478,92
P5479,458
P5480,407
P5481,543
P5482,108
P5483,477
P5484,749
P5485,156
P5486,74
P5487,923
P5488,277
P5489,980
P5490,118
P5491,485
P5492,79
P5493,211
P5494,909
P5495,783
P5496,704
P5497,203
P5498,578
P5499,648
P5500,770
P5501,966
P5502,265
P5503,628
P5504,640
P5505,69
P5506,422
P5507,355
P5508,170
P5509,648
P5510,66
P5511,419
P5512,248
P5513,407
P5514,966
P5515,783
P5516,975
P5517,246
P5518,948
P5519,525
P5520,829
P5521,505
P5522,963
P5523,243
P5524,103
P5525,455
P5526,576
P5527,211
P5528,387
P5529,200
P5530,507
P5531,942
P5532,184
P5533,555
P5534,562
P5535,268
P5536,882
P5537,746
P5538,456
P5539,63
P5540,413
P5541,274
P5542,78
P5543,901
P5544,809
P5545,425
P5546,121
P5547,359
P5548,464
P5549,797
P5550,393
P5551,605
P5552,967
P5553,905
P5554,932
P5555,175
P5556,695
P5557,868
P5558,254
P5559,585
P5560,692
P5561,501
P5562,470
P5563,234
P5564,346
P5565,299
P5566,245
P5567,807
P5568,438
P5569,392
P5570,523
P5571,357
P5572,367
P5573,657
P5574,583
P5575,830
P5576,227
P5577,786
P5578,874
P5579,560
P5580,715
P5581,477
P5582,473
P5583,819
P5584,65
P5585,619
P5586,432
P5587,326
P5588,889
P5589,265
P5590,712
P5591,376
P5592,494
P5593,487
P5594,88
P5595,445
P5596,152
P5597,568
P5598,145
P5599,132
P5600,538
P5601,926
P5602,285
P5603,219
P5604,719
P5605,694
P5606,663
P5607,307
P5608,498
P5609,82
P5610,346
P5611,383
P5612,686
P5613,469
P5614,586
P5615,494
P5616,874
P5617,316
P5618,73
P5619,625
P5620,370
P5621,77
P5622,914
P5623,551
P5624,272
P5625,463
P5626,527
P5627,907
P5628,995
P5629,418
P5630,569
P5631,400
P5632,441
P5633,485
P5634,434
P5635,212
P5636,603
P5637,906
P5638,249
P5639,254
P5640,557
P5641,894
P5642,684
P5643,789
P5644,378
P5645,894
P5646,418
P5647,378
P5648,234
P5649,597
P5650,528
P5651,83
P5652,974
P5653,369
P5654,707
P5655,669
P5656,384
P5657,466
P5658,863
P5659,792
P5660,604
P5661,121
P5662,572
P5663,946
P5664,560
P5665,193
P5666,433
P5667,595
P5668,84
P5669,602
P5670,639
P5671,841
P5672,480
P5673,692
P5674,523
P5675,183
P5676,289
P5677,454
P5678,355
P5679,269
P5680,805
P5681,859
P5682,908
P5683,298
P5684,294
P5685,99
P5686,760
P5687,385
P5688,981
P5689,508
P5690,490
P5691,814
P5692,410
P5693,926
P5694,619
P5695,727
P5696,342
P5697,787
P5698,727
P5699,353
P5700,754
P5701,58
P5702,154
P5703,950
P5704,80
P5705,76
P5706,794
P5707,419
P5708,706
P5709,678
P5710,58
P5711,314
P5712,914
P5713,474
P5714,185
P5715,263
P5716,518
P5717,441
P5718,196
P5719,299
P5720,430
P5721,323
P5722,364
P5723,777
P5724,283
P5725,704
P5726,373
P5727,934
P5728,122
P5729,348
P5730,298
P5731,71
P5732,792
P5733,937
P5734,456
P5735,839
P5736,78
P5737,805
P5738,980
P5739,803
P5740,618
P5741,677
P5742,549
P5743,510
P5744,178
P5745,155
P5746,429
P5747,577
P5748,984
P5749,938
P5750,715
P5751,145
P5752,632
P5753,928
P5754,206
P5755,472
P5756,796
P5757,272
P5758,854
P5759,508
P5760,501
P5761,596
P5762,687
P5763,765
P5764,187
P5765,900
P5766,683
P5767,662
P5768,682
P5769,985
P5770,959
P5771,332
P5772,548
P5773,810
P5774,473
P5775,735
P5776,151
P5777,941
P5778,352
P5779,215
P5780,684
P5781,157
P5782,317
P5783,244
P5784,913
P5785,372
P5786,762
P5787,1000
P5788,161
P5789,67
P5790,637
P5791,778
P5792,380
P5793,306
P5794,98
P5795,252
P5796,555
P5797,909
P5798,363
P5799,678
P5800,899
P5801,922
P5802,234
P5803,885
P5804,275
P5805,336
P5806,376
P5807,113
P5808,986
P5809,711
P5810,469
P5811,878
P5812,862
P5813,853
P5814,472
P5815,590
P5816,546
P5817,706
P5818,311
P5819,916
P5820,301
P5821,581
P5822,383
P5823,868
P5824,137
P5825,695
P5826,293
P5827,768
P5828,628
P5829,697
P5830,802
P5831,720
P5832,520
P5833,496
P5834,662
P5835,869
P5836,924
P5837,508
P5838,716
P5839,303
P5840,591
P5841,860
P5842,840
P5843,952
P5844,200
P5845,279
P5846,435
P5847,347
P5848,173
P5849,887
P5850,71
P5851,240
P5852,668
P5853,659
P5854,578
P5855,187
P5856,468
P5857,439
P5858,986
P5859,461
P5860,890
P5861,788
P5862,771
P5863,253
P5864,360
P5865,413
P5866,825
P5867,266
P5868,515
P5869,520
P5870,225
P5871,839
P5872,304
P5873,380
P5874,743
P5875,60
P5876,933
P5877,580
P5878,981
P5879,991
P5880,736
P5881,227
P5882,880
P5883,131
P5884,596
P5885,599
P5886,467
P5887,484
P5888,411
P5889,393
P5890,488
P5891,583
P5892,980
P5893,246
P5894,259
P5895,121
P5896,939
P5897,371
P5898,249
P5899,144
P5900,155
P5901,894
P5902,931
P5903,661
P5904,323
P5905,490
P5906,78
P5907,346
P5908,239
P5909,464
P5910,785
P5911,313
P5912,378
P5913,410
P5914,114
P5915,194
P5916,828
P5917,115
P5918,403
P5919,366
P5920,998
P5921,687
P5922,279
P5923,750
P5924,695
P5925,453
P5926,789
P5927,604
P5928,98
P5929,442
P5930,984
P5931,591
P5932,508
P5933,366
P5934,333
P5935,663
P5936,62
P5937,569
P5938,364
P5939,98
P5940,650
P5941,291
P5942,274
P5943,669
P5944,708
P5945,663
P5946,776
P5947,194
P5948,156
P5949,545
P5950,745
P5951,734
P5952,260
P5953,534
P5954,59
P5955,559
P5956,327
P5957,358
P5958,960
P5959,335
P5960,906
P5961,473
P5962,255
P5963,611
P5964,69
P5965,638
P5966,333
P5967,124
P5968,949
P5969,411
P5970,106
P5971,539
P5972,200
P5973,719
P5974,874
P5975,787
P5976,534
P5977,56
P5978,193
P5979,199
P5980,180
P5981,197
P5982,271
P5983,120
P5984,202
P5985,102
P5986,788
P5987,62
P5988,297
P5989,128
P5990,920
P5991,909
P5992,995
P5993,368
P5994,300
P5995,792
P5996,210
P5997,728
P5998,996
P5999,545
P6000,828
P6001,545
P6002,568
P6003,953
P6004,271
P6005,334
P6006,773
P6007,279
P6008,119
P6009,631
P6010,157
P6011,173
P6012,982
P6013,230
P6014,249
P6015,100
P6016,330
P6017,783
P6018,628
P6019,431
P6020,197
P6021,99
P6022,305
P6023,800
P6024,591
P6025,472
P6026,473
P6027,769
P6028,632
P6029,269
P6030,711
P6031,76
P6032,382
P6033,162
P6034,721
P6035,891
P6036,308
P6037,72
P6038,232
P6039,210
P6040,312
P6041,839
P6042,770
P6043,429
P6044,557
P6045,68
P6046,777
P6047,457
P6048,648
P6049,371
P6050,921
P6051,919
P6052,390
P6053,138
P6054,465
P6055,944
P6056,361
P6057,804
P6058,198
P6059,835
P6060,253
P6061,881
P6062,562
P6063,957
P6064,915
P6065,263
P6066,413
P6067,921
P6068,820
P6069,973
P6070,686
P6071,470
P6072,837
P6073,138
P6074,304
P6075,992
P6076,536
P6077,603
P6078,502
P6079,370
P6080,642
P6081,85
P6082,941
P6083,214
P6084,913
P6085,531
P6086,691
P6087,640
P6088,496
P6089,842
P6090,207
P6091,667
P6092,497
P6093,343
P6094,886
P6095,368
P6096,697
P6097,188
P6098,412
P6099,995
P6100,642
P6101,799
P6102,351
P6103,875
P6104,568
P6105,463
P6106,244
P6107,401
P6108,688
P6109,502
P6110,301
P6111,516
P6112,771
P6113,68
P6114,917
P6115,242
P6116,534
P6117,852
P6118,377
P6119,964
P6120,678
P6121,926
P6122,227
P6123,819
P6124,962
P6125,193
P6126,457
P6127,93
P6128,969
P6129,328
P6130,454
P6131,751
P6132,841
P6133,213
P6134,515
P6135,128
P6136,495
P6137,678
P6138,165
P6139,173
P6140,689
P6141,551
P6142,915
P6143,278
P6144,373
P6145,614
P6146,824
P6147,794
P6148,579
P6149,496
P6150,999
P6151,630
P6152,226
P6153,509
P6154,243
P6155,518
P6156,241
P6157,530
P6158,127
P6159,141
P6160,409
P6161,974
P6162,425
P6163,127
P6164,74
P6165,248
P6166,538
P6167,374
P6168,507
P6169,365
P6170,688
P6171,622
P6172,136
P6173,75
P6174,594
P6175,887
P6176,970
P6177,329
P6178,444
P6179,882
P6180,974
P6181,812
P6182,465
P6183,299
P6184,429
P6185,937
P6186,292
P6187,92
P6188,402
P6189,434
P6190,202
P6191,751
P6192,996
P6193,823
P6194,739
P6195,689
P6196,666
P6197,345
P6198,683
P6199,384
P6200,163
P6201,448
P6202,85
P6203,171
P6204,298
P6205,602
P6206,892
P6207,319
P6208,963
P6209,842
P6210,553
P6211,468
P6212,200
P6213,422
P6214,766
P6215,953
P6216,809
P6217,429
P6218,923
P6219,386
P6220,758
P6221,791
P6222,431
P6223,531
P6224,476
P6225,751
P6226,745
P6227,68
P6228,567
P6229,492
P6230,210
P6231,275
P6232,397
P6233,54
P6234,300
P6235,170
P6236,73
P6237,529
P6238,823
P6239,168
P6240,111
P6241,794
P6242,807
P6243,329
P6244,892
P6245,432
P6246,724
P6247,721
P6248,591
P6249,683
P6250,949
P6251,711
P6252,571
P6253,625
P6254,417
P6255,798
P6256,333
P6257,525
P6258,557
P6259,942
P6260,108
P6261,609
P6262,966
P6263,270
P6264,467
P6265,772
P6266,173
P6267,772
P6268,650
P6269,581
P6270,659
P6271,497
P6272,957
P6273,886
P6274,557
P6275,753
P6276,511
P6277,629
P6278,852
P6279,900
P6280,796
P6281,53
P6282,125
P6283,311
P6284,151
P6285,538
P6286,819
P6287,672
P6288,975
P6289,170
P6290,88
P6291,389
P6292,897
P6293,263
P6294,802
P6295,878
P6296,444
P6297,824
P6298,268
P6299,302
P6300,801
P6301,303
P6302,891
P6303,811
P6304,237
P6305,426
P6306,827
P6307,661
P6308,299
P6309,285
P6310,925
P6311,556
P6312,786
P6313,453
P6314,336
P6315,756
P6316,140
P6317,229
P6318,442
P6319,542
P6320,450
P6321,449
P6322,941
P6323,623
P6324,397
P6325,373
P6326,310
P6327,398
P6328,746
P6329,165
P6330,435
P6331,405
P6332,192
P6333,502
P6334,725
P6335,992
P6336,655
P6337,365
P6338,889
P6339,916
P6340,547
P6341,310
P6342,535
P6343,700
P6344,74
P6345,273
P6346,646
P6347,346
P6348,636
P6349,118
P6350,738
P6351,79
P6352,529
P6353,330
P6354,858
P6355,283
P6356,920
P6357,703
P6358,83
P6359,158
P6360,267
P6361,401
P6362,643
P6363,877
P6364,445
P6365,305
P6366,226
P6367,182
P6368,123
P6369,505
P6370,581
P6371,644
P6372,83
P6373,511
P6374,626
P6375,795
P6376,360
P6377,999
P6378,353
P6379,889
P6380,158
P6381,615
P6382,441
P6383,781
P6384,419
P6385,934
P6386,685
P6387,239
P6388,385
P6389,526
P6390,658
P6391,210
P6392,76
P6393,333
P6394,873
P6395,236
P6396,540
P6397,665
P6398,364
P6399,404
P6400,786
P6401,739
P6402,562
P6403,270
P6404,976
P6405,937
P6406,51
P6407,682
P6408,803
P6409,88
P6410,294
P6411,505
P6412,251
P6413,455
P6414,216
P6415,317
P6416,319
P6417,916
P6418,477
P6419,830
P6420,59
P6421,716
P6422,725
P6423,95
P6424,562
P6425,321
P6426,602
P6427,63
P6428,675
P6429,390
P6430,655
P6431,750
P6432,850
P6433,981
P6434,588
P6435,421
P6436,831
P6437,844
P6438,323
P6439,763
P6440,216
P6441,350
P6442,703
P6443,546
P6444,301
P6445,304
P6446,721
P6447,538
P6448,144
P6449,711
P6450,565
P6451,185
P6452,901
P6453,369
P6454,992
P6455,148
P6456,124
P6457,70
P6458,409
P6459,727
P6460,213
P6461,366
P6462,759
P6463,501
P6464,901
P6465,229
P6466,646
P6467,346
P6468,263
P6469,442
P6470,451
P6471,247
P6472,247
P6473,699
P6474,462
P6475,599
P6476,964
P6477,157
P6478,85
P6479,676
P6480,735
P6481,121
P6482,419
P6483,673
P6484,288
P6485,919
P6486,960
P6487,305
P6488,313
P6489,167
P6490,827
P6491,980
P6492,373
P6493,840
P6494,515
P6495,303
P6496,483
P6497,983
P6498,654
P6499,996
P6500,973
P6501,608
P6502,253
P6503,315
P6504,975
P6505,932
P6506,851
P6507,848
P6508,556
P6509,551
P6510,257
P6511,254
P6512,902
P6513,485
P6514,741
P6515,792
P6516,100
P6517,477
P6518,818
P6519,995
P6520,255
P6521,390
P6522,878
P6523,808
P6524,899
P6525,955
P6526,891
P6527,686
P6528,227
P6529,325
P6530,257
P6531,58
P6532,511
P6533,788
P6534,159
P6535,501
P6536,94
P6537,56
P6538,783
P6539,579
P6540,780
P6541,399
P6542,583
P6543,762
P6544,676
P6545,926
P6546,934
P6547,181
P6548,718
P6549,423
P6550,698
P6551,896
P6552,110
P6553,97
P6554,573
P6555,103
P6556,391
P6557,404
P6558,964
P6559,656
P6560,188
P6561,376
P6562,756
P6563,788
P6564,560
P6565,627
P6566,310
P6567,961
P6568,738
P6569,154
P6570,775
P6571,540
P6572,908
P6573,306
P6574,65
P6575,360
P6576,375
P6577,592
P6578,553
P6579,828
P6580,805
P6581,498
P6582,540
P6583,649
P6584,799
P6585,515
P6586,246
P6587,214
P6588,128
P6589,87
P6590,60
P6591,294
P6592,450
P6593,519
P6594,626
P6595,167
P6596,959
P6597,149
P6598,354
P6599,660
P6600,420
P6601,563
P6602,427
P6603,919
P6604,950
P6605,72
P6606,609
P6607,899
P6608,56
P6609,971
P6610,596
P6611,668
P6612,845
P6613,203
P6614,670
P6615,60
P6616,588
P6617,982
P6618,673
P6619,925
P6620,813
P6621,144
P6622,255
P6623,921
P6624,734
P6625,722
P6626,96
P6627,125
P6628,245
P6629,907
P6630,318
P6631,515
P6632,783
P6633,264
P6634,376
P6635,276
P6636,556
P6637,522
P6638,212
P6639,742
P6640,915
P6641,587
P6642,106
P6643,709
P6644,321
P6645,708
P6646,155
P6647,556
P6648,717
P6649,390
P6650,631
P6651,199
P6652,116
P6653,803
P6654,887
P6655,282
P6656,970
P6657,741
P6658,900
P6659,731
P6660,369
P6661,189
P6662,246
P6663,962
P6664,404
P6665,218
P6666,828
P6667,369
P6668,935
P6669,180
P6670,391
P6671,439
P6672,594
P6673,546
P6674,109
P6675,246
P6676,455
P6677,761
P6678,559
P6679,57
P6680,718
P6681,437
P6682,270
P6683,630
P6684,67
P6685,178
P6686,434
P6687,324
P6688,948
P6689,895
P6690,973
P6691,889
P6692,506
P6693,50
P6694,690
P6695,901
P6696,326
P6697,198
P6698,82
P6699,462
P6700,628
P6701,959
P6702,335
P6703,210
P6704,310
P6705,535
P6706,96
P6707,514
P6708,634
P6709,403
P6710,109
P6711,88
P6712,373
P6713,125
P6714,600
P6715,357
P6716,126
P6717,439
P6718,648
P6719,309
P6720,131
P6721,571
P6722,206
P6723,896
P6724,992
P6725,949
P6726,261
P6727,768
P6728,660
P6729,578
P6730,847
P6731,534
P6732,497
P6733,410
P6734,665
P6735,268
P6736,61
P6737,770
P6738,847
P6739,362
P6740,144
P6741,821
P6742,277
P6743,374
P6744,160
P6745,537
P6746,958
P6747,871
P6748,757
P6749,251
P6750,900
P6751,504
P6752,851
P6753,590
P6754,109
P6755,721
P6756,585
P6757,537
P6758,713
P6759,919
P6760,124
P6761,948
P6762,156
P6763,913
P6764,869
P6765,516
P6766,417
P6767,821
P6768,155
P6769,555
P6770,860
P6771,285
P6772,774
P6773,902
P6774,376
P6775,993
P6776,764
P6777,530
P6778,399
P6779,404
P6780,164
P6781,925
P6782,947
P6783,645
P6784,231
P6785,343
P6786,885
P6787,377
P6788,883
P6789,384
P6790,910
P6791,142
P6792,566
P6793,661
P6794,600
P6795,383
P6796,831
P6797,633
P6798,925
P6799,776
P6800,332
P6801,521
P6802,593
P6803,296
P6804,606
P6805,689
P6806,348
P6807,346
P6808,948
P6809,238
P6810,820
P6811,748
P6812,990
P6813,776
P6814,207
P6815,196
P6816,898
P6817,260
P6818,375
P6819,350
P6820,576
P6821,91
P6822,664
P6823,978
P6824,457
P6825,89
P6826,296
P6827,136
P6828,840
P6829,474
P6830,371
P6831,499
P6832,919
P6833,550
P6834,398
P6835,619
P6836,527
P6837,563
P6838,328
P6839,555
P6840,605
P6841,664
P6842,190
P6843,398
P6844,216
P6845,917
P6846,141
P6847,340
P6848,679
P6849,732
P6850,215
P6851,685
P6852,383
P6853,137
P6854,302
P6855,181
P6856,557
P6857,201
P6858,762
P6859,334
P6860,502
P6861,493
P6862,298
P6863,897
P6864,542
P6865,826
P6866,204
P6867,628
P6868,407
P6869,679
P6870,628
P6871,162
P6872,68
P6873,79
P6874,158
P6875,391
P6876,289
P6877,402
P6878,757
P6879,288
P6880,271
P6881,93
P6882,651
P6883,481
P6884,858
P6885,666
P6886,338
P6887,75
P6888,770
P6889,360
P6890,647
P6891,948
P6892,465
P6893,486
P6894,386
P6895,926
P6896,724
P6897,86
P6898,635
P6899,238
P6900,811
P6901,468
P6902,777
P6903,466
P6904,75
P6905,290
P6906,354
P6907,174
P6908,65
P6909,782
P6910,199
P6911,676
P6912,761
P6913,822
P6914,236
P6915,830
P6916,270
P6917,252
P6918,342
P6919,669
P6920,356
P6921,963
P6922,648
P6923,126
P6924,240
P6925,563
P6926,359
P6927,90
P6928,471
P6929,222
P6930,356
P6931,772
P6932,930
P6933,866
P6934,319
P6935,492
P6936,471
P6937,212
P6938,783
P6939,717
P6940,381
P6941,454
P6942,285
P6943,675
P6944,535
P6945,662
P6946,216
P6947,885
P6948,216
P6949,280
P6950,992
P6951,808
P6952,481
P6953,596
P6954,397
P6955,531
P6956,845
P6957,411
P6958,470
P6959,708
P6960,274
P6961,85
P6962,245
P6963,307
P6964,471
P6965,437
P6966,664
P6967,647
P6968,303
P6969,114
P6970,498
P6971,996
P6972,860
P6973,333
P6974,959
P6975,59
P6976,136
P6977,639
P6978,633
P6979,135
P6980,533
P6981,922
P6982,822
P6983,1000
P6984,832
P6985,613
P6986,93
P6987,57
P6988,673
P6989,758
P6990,864
P6991,146
P6992,765
P6993,130
P6994,290
P6995,323
P6996,813
P6997,302
P6998,651
P6999,610
P7000,73
P7001,201
P7002,618
P7003,369
P7004,514
P7005,899
P7006,695
P7007,445
P7008,701
P7009,548
P7010,323
P7011,731
P7012,318
P7013,559
P7014,244
P7015,508
P7016,401
P7017,806
P7018,664
P7019,897
P7020,912
P7021,578
P7022,86
P7023,125
P7024,309
P7025,831
P7026,786
P7027,891
P7028,920
P7029,785
P7030,135
P7031,674
P7032,851
P7033,941
P7034,541
P7035,117
P7036,458
P7037,662
P7038,170
P7039,355
P7040,645
P7041,851
P7042,604
P7043,490
P7044,612
P7045,962
P7046,275
P7047,663
P7048,233
P7049,362
P7050,705
P7051,921
P7052,395
P7053,135
P7054,321
P7055,758
P7056,208
P7057,202
P7058,90
P7059,316
P7060,968
P7061,831
P7062,458
P7063,709
P7064,77
P7065,646
P7066,459
P7067,736
P7068,679
P7069,266
P7070,297
P7071,810
P7072,335
P7073,90
P7074,518
P7075,784
P7076,932
P7077,533
P7078,272
P7079,748
P7080,402
P7081,706
P7082,657
P7083,115
P7084,117
P7085,896
P7086,827
P7087,56
P7088,336
P7089,458
P7090,991
P7091,420
P7092,344
P7093,963
P7094,417
P7095,391
P7096,406
P7097,568
P7098,405
P7099,311
P7100,342
P7101,883
P7102,877
P7103,395
P7104,174
P7105,504
P7106,119
P7107,260
P7108,308
P7109,227
P7110,678
P7111,373
P7112,298
P7113,170
P7114,319
P7115,946
P7116,810
P7117,443
P7118,417
P7119,109
P7120,847
P7121,415
P7122,235
P7123,921
P7124,578
P7125,635
P7126,338
P7127,138
P7128,189
P7129,537
P7130,697
P7131,74
P7132,894
P7133,982
P7134,217
P7135,937
P7136,982
P7137,810
P7138,246
P7139,765
P7140,867
P7141,496
P7142,890
P7143,283
P7144,619
P7145,795
P7146,706
P7147,578
P7148,872
P7149,724
P7150,752
P7151,875
P7152,942
P7153,972
P7154,636
P7155,672
P7156,488
P7157,187
P7158,482
P7159,268
